brand,category_code,event_type,count
dell,computers.peripherals.mouse,view,107
delonghi,appliances.environment.vacuum,cart,5
delonghi,appliances.environment.vacuum,purchase,1
delonghi,appliances.environment.vacuum,view,560
delonghi,appliances.ironing_board,cart,18
delonghi,appliances.ironing_board,purchase,14
delonghi,appliances.ironing_board,view,1192
delonghi,appliances.kitchen.coffee_grinder,cart,61
delonghi,appliances.kitchen.coffee_grinder,purchase,22
delonghi,appliances.kitchen.coffee_grinder,view,2424
delonghi,appliances.kitchen.coffee_machine,cart,854
delonghi,appliances.kitchen.coffee_machine,purchase,255
delonghi,appliances.kitchen.coffee_machine,view,37647
delonghi,appliances.kitchen.grill,cart,1113
delonghi,appliances.kitchen.grill,purchase,312
delonghi,appliances.kitchen.grill,view,24652
delonghi,appliances.kitchen.kettle,cart,8
delonghi,appliances.kitchen.kettle,purchase,1
delonghi,appliances.kitchen.kettle,view,305
delonghi,appliances.kitchen.oven,cart,9
delonghi,appliances.kitchen.oven,purchase,1
delonghi,appliances.kitchen.oven,view,352
delonghi,appliances.kitchen.toster,cart,19
delonghi,appliances.kitchen.toster,purchase,9
delonghi,appliances.kitchen.toster,view,812
delsey,accessories.bag,cart,7
delsey,accessories.bag,purchase,5
delsey,accessories.bag,view,545
delsot,appliances.environment.air_heater,view,3
delta,appliances.kitchen.kettle,view,60
delta,appliances.kitchen.oven,cart,50
delta,appliances.kitchen.oven,purchase,14
delta,appliances.kitchen.oven,view,1223
delux,computers.desktop,cart,4
delux,computers.desktop,purchase,1
delux,computers.desktop,view,313
delux,computers.peripherals.keyboard,cart,110
delux,computers.peripherals.keyboard,purchase,23
delux,computers.peripherals.keyboard,view,4097
delux,computers.peripherals.mouse,cart,235
delux,computers.peripherals.mouse,purchase,60
delux,computers.peripherals.mouse,view,4720
delux,electronics.audio.headphone,cart,6
delux,electronics.audio.headphone,purchase,2
delux,electronics.audio.headphone,view,287
deluxe,accessories.bag,cart,54
deluxe,accessories.bag,purchase,24
deluxe,accessories.bag,view,1144
deluxe,appliances.kitchen.hood,cart,11
deluxe,appliances.kitchen.hood,purchase,3
deluxe,appliances.kitchen.hood,view,625
deluxe,appliances.kitchen.refrigerators,cart,23
deluxe,appliances.kitchen.refrigerators,purchase,4
deluxe,appliances.kitchen.refrigerators,view,649
deluxe,auto.accessories.videoregister,cart,20
deluxe,auto.accessories.videoregister,purchase,11
deluxe,auto.accessories.videoregister,view,1659
deluxe,computers.desktop,cart,17
deluxe,computers.desktop,purchase,8
deluxe,computers.desktop,view,1318
deluxe,construction.tools.light,cart,15
deluxe,construction.tools.light,purchase,2
deluxe,construction.tools.light,view,624
deluxe,furniture.kitchen.table,cart,6
deluxe,furniture.kitchen.table,purchase,2
deluxe,furniture.kitchen.table,view,283
demark,appliances.environment.air_heater,view,11
demiray,appliances.kitchen.grill,cart,26
demiray,appliances.kitchen.grill,purchase,4
demiray,appliances.kitchen.grill,view,2047
denn,electronics.audio.acoustic,cart,233
denn,electronics.audio.acoustic,purchase,86
denn,electronics.audio.acoustic,view,3819
denn,electronics.audio.headphone,cart,42
denn,electronics.audio.headphone,purchase,7
denn,electronics.audio.headphone,view,1290
denn,electronics.audio.music_tools.piano,cart,141
denn,electronics.audio.music_tools.piano,purchase,55
denn,electronics.audio.music_tools.piano,view,3152
denzel,appliances.environment.air_heater,cart,4
denzel,appliances.environment.air_heater,view,313
denzel,auto.accessories.compressor,cart,155
denzel,auto.accessories.compressor,purchase,50
denzel,auto.accessories.compressor,view,6407
denzel,auto.accessories.winch,cart,40
denzel,auto.accessories.winch,purchase,16
denzel,auto.accessories.winch,view,2153
denzel,construction.tools.generator,cart,11
denzel,construction.tools.generator,purchase,1
denzel,construction.tools.generator,view,2505
denzel,construction.tools.pump,cart,31
denzel,construction.tools.pump,purchase,4
denzel,construction.tools.pump,view,1164
denzel,construction.tools.welding,cart,46
denzel,construction.tools.welding,purchase,9
denzel,construction.tools.welding,view,2426
denzel,country_yard.lawn_mower,cart,2
denzel,country_yard.lawn_mower,view,58
derevaski,kids.toys,cart,3
derevaski,kids.toys,purchase,1
derevaski,kids.toys,view,228
derspur,apparel.shoes,cart,27
derspur,apparel.shoes,purchase,6
derspur,apparel.shoes,view,1368
destra,apparel.shoes,view,265
destra,apparel.shoes.moccasins,cart,5
destra,apparel.shoes.moccasins,view,197
detomaso,electronics.clocks,cart,1
detomaso,electronics.clocks,view,78
deton,appliances.environment.fan,view,102
deviser,electronics.audio.acoustic,cart,2
deviser,electronics.audio.acoustic,purchase,1
deviser,electronics.audio.acoustic,view,32
dewalt,accessories.bag,cart,28
dewalt,accessories.bag,purchase,8
dewalt,accessories.bag,view,2155
dewalt,appliances.environment.vacuum,cart,14
dewalt,appliances.environment.vacuum,purchase,2
dewalt,appliances.environment.vacuum,view,614
dewalt,construction.tools.drill,cart,1285
dewalt,construction.tools.drill,purchase,314
dewalt,construction.tools.drill,view,50797
dewalt,construction.tools.saw,cart,163
dewalt,construction.tools.saw,purchase,38
dewalt,construction.tools.saw,view,9137
dewalt,country_yard.lawn_mower,view,36
dexp,appliances.environment.vacuum,view,128
dexp,appliances.iron,cart,2
dexp,appliances.iron,view,190
dexp,appliances.kitchen.kettle,view,15
dexp,appliances.kitchen.meat_grinder,cart,4
dexp,appliances.kitchen.meat_grinder,view,177
dexp,electronics.video.tv,cart,57
dexp,electronics.video.tv,purchase,15
dexp,electronics.video.tv,view,1725
dickie,kids.toys,cart,98
dickie,kids.toys,purchase,6
dickie,kids.toys,view,2421
dickietoys,kids.toys,view,45
didistyle,apparel.jumper,cart,29
didistyle,apparel.jumper,purchase,15
didistyle,apparel.jumper,view,6490
diesel,electronics.clocks,cart,89
diesel,electronics.clocks,purchase,24
diesel,electronics.clocks,view,6647
dion,apparel.shirt,cart,102
dion,apparel.shirt,purchase,27
dion,apparel.shirt,view,8989
dirkje,apparel.jumper,view,17
disney,kids.dolls,cart,32
disney,kids.dolls,purchase,9
disney,kids.dolls,view,1370
disney,kids.skates,cart,4
disney,kids.skates,purchase,1
disney,kids.skates,view,131
disney,kids.toys,cart,169
disney,kids.toys,purchase,19
disney,kids.toys,view,7652
ditreex,appliances.environment.air_heater,cart,2
ditreex,appliances.environment.air_heater,purchase,1
ditreex,appliances.environment.air_heater,view,464
divalux,furniture.living_room.sofa,cart,19
divalux,furniture.living_room.sofa,purchase,2
divalux,furniture.living_room.sofa,view,983
dji,electronics.camera.video,cart,144
dji,electronics.camera.video,purchase,26
dji,electronics.camera.video,view,4242
dk,sport.bicycle,cart,16
dk,sport.bicycle,purchase,2
dk,sport.bicycle,view,1290
dkny,electronics.clocks,cart,93
dkny,electronics.clocks,purchase,26
dkny,electronics.clocks,view,7169
dlaudio,electronics.audio.subwoofer,cart,2
dlaudio,electronics.audio.subwoofer,view,49
dls,electronics.audio.subwoofer,cart,8
dls,electronics.audio.subwoofer,purchase,1
dls,electronics.audio.subwoofer,view,960
dobroparov,furniture.kitchen.chair,view,21
dodo,kids.toys,cart,1
dodo,kids.toys,view,168
dogrular,appliances.ironing_board,view,1
dolcevita,apparel.shoes,cart,3
dolcevita,apparel.shoes,purchase,2
dolcevita,apparel.shoes,view,277
domani-spa,furniture.bathroom.bath,cart,17
domani-spa,furniture.bathroom.bath,view,813
domasnijocag,appliances.environment.air_heater,cart,53
domasnijocag,appliances.environment.air_heater,purchase,16
domasnijocag,appliances.environment.air_heater,view,4153
dometic,accessories.bag,cart,3
dometic,accessories.bag,view,591
dometic,appliances.kitchen.refrigerators,cart,18
dometic,appliances.kitchen.refrigerators,purchase,3
dometic,appliances.kitchen.refrigerators,view,4458
domini,furniture.bedroom.bed,cart,64
domini,furniture.bedroom.bed,purchase,17
domini,furniture.bedroom.bed,view,4158
domini,furniture.kitchen.chair,cart,577
domini,furniture.kitchen.chair,purchase,100
domini,furniture.kitchen.chair,view,14343
domini,furniture.kitchen.table,cart,172
domini,furniture.kitchen.table,purchase,55
domini,furniture.kitchen.table,view,12673
domyos,sport.trainer,cart,128
domyos,sport.trainer,purchase,41
domyos,sport.trainer,view,5204
doogee,electronics.smartphone,cart,188
doogee,electronics.smartphone,purchase,55
doogee,electronics.smartphone,view,21316
doohan,kids.skates,cart,2
doohan,kids.skates,view,1146
dormeo,furniture.bedroom.blanket,cart,4
dormeo,furniture.bedroom.blanket,purchase,1
dormeo,furniture.bedroom.blanket,view,169
dormeo,furniture.bedroom.pillow,cart,1
dormeo,furniture.bedroom.pillow,purchase,1
dormeo,furniture.bedroom.pillow,view,116
doubleeagle,kids.toys,view,421
doublefish,sport.tennis,cart,2
doublefish,sport.tennis,purchase,1
doublefish,sport.tennis,view,73
dowontec,auto.accessories.alarm,cart,3
dowontec,auto.accessories.alarm,purchase,3
dowontec,auto.accessories.alarm,view,1209
dragonfly,apparel.costume,cart,1
dragonfly,apparel.costume,view,338
dreammachines,computers.notebook,view,107
dremel,construction.tools.saw,cart,1
dremel,construction.tools.saw,purchase,1
dremel,construction.tools.saw,view,289
drgans,construction.components.faucet,cart,1
drgans,construction.components.faucet,view,53
drop,construction.components.faucet,view,4
dsland,kids.carriage,cart,23
dsland,kids.carriage,purchase,11
dsland,kids.carriage,view,2471
dsp,appliances.kitchen.grill,cart,16
dsp,appliances.kitchen.grill,purchase,2
dsp,appliances.kitchen.grill,view,1698
dsp,appliances.kitchen.hob,cart,10
dsp,appliances.kitchen.hob,purchase,1
dsp,appliances.kitchen.hob,view,146
dsppa,electronics.audio.acoustic,cart,1
dsppa,electronics.audio.acoustic,view,599
dunavox,appliances.kitchen.refrigerators,view,122
dune,electronics.video.projector,view,47
dunu,electronics.audio.headphone,cart,5
dunu,electronics.audio.headphone,purchase,3
dunu,electronics.audio.headphone,view,115
dwt,appliances.environment.vacuum,cart,31
dwt,appliances.environment.vacuum,purchase,8
dwt,appliances.environment.vacuum,view,833
dwt,construction.tools.drill,cart,235
dwt,construction.tools.drill,purchase,55
dwt,construction.tools.drill,view,8079
dwt,construction.tools.painting,cart,11
dwt,construction.tools.painting,purchase,2
dwt,construction.tools.painting,view,726
dwt,construction.tools.saw,cart,156
dwt,construction.tools.saw,purchase,33
dwt,construction.tools.saw,view,5098
dxracer,computers.desktop,cart,323
dxracer,computers.desktop,purchase,90
dxracer,computers.desktop,view,15682
dynacord,electronics.audio.acoustic,cart,7
dynacord,electronics.audio.acoustic,purchase,3
dynacord,electronics.audio.acoustic,view,1446
dynastar,sport.ski,cart,3
dynastar,sport.ski,purchase,1
dynastar,sport.ski,view,290
dyson,appliances.environment.vacuum,cart,382
dyson,appliances.environment.vacuum,purchase,106
dyson,appliances.environment.vacuum,view,16686
e-blue,computers.desktop,cart,15
e-blue,computers.desktop,purchase,8
e-blue,computers.desktop,view,1435
e-blue,computers.peripherals.mouse,cart,5
e-blue,computers.peripherals.mouse,purchase,1
e-blue,computers.peripherals.mouse,view,113
e-twow,kids.skates,cart,2
e-twow,kids.skates,view,686
easycamp,accessories.bag,cart,3
easycamp,accessories.bag,purchase,1
easycamp,accessories.bag,view,207
easywalker,kids.carriage,cart,39
easywalker,kids.carriage,purchase,10
easywalker,kids.carriage,view,2346
ecler,electronics.audio.acoustic,view,7
eco,construction.tools.light,cart,31
eco,construction.tools.light,purchase,1
eco,construction.tools.light,view,1207
eco,construction.tools.painting,cart,18
eco,construction.tools.painting,purchase,3
eco,construction.tools.painting,view,740
ecocool,computers.components.cooler,cart,318
ecocool,computers.components.cooler,purchase,105
ecocool,computers.components.cooler,view,6172
ecoterm,appliances.environment.air_heater,cart,1
ecoterm,appliances.environment.air_heater,view,210
ecotex,furniture.bedroom.blanket,cart,15
ecotex,furniture.bedroom.blanket,purchase,1
ecotex,furniture.bedroom.blanket,view,1203
ecotex,furniture.bedroom.pillow,cart,23
ecotex,furniture.bedroom.pillow,purchase,3
ecotex,furniture.bedroom.pillow,view,775
ecs,computers.components.motherboard,view,12
edelvejs,furniture.bedroom.pillow,view,13
edem,furniture.bedroom.pillow,cart,1
edem,furniture.bedroom.pillow,view,10
edge,electronics.audio.subwoofer,cart,321
edge,electronics.audio.subwoofer,purchase,122
edge,electronics.audio.subwoofer,view,10814
edifier,computers.desktop,cart,41
edifier,computers.desktop,purchase,16
edifier,computers.desktop,view,2477
edifier,electronics.audio.acoustic,cart,3
edifier,electronics.audio.acoustic,purchase,1
edifier,electronics.audio.acoustic,view,132
edifier,electronics.audio.headphone,cart,7
edifier,electronics.audio.headphone,purchase,3
edifier,electronics.audio.headphone,view,585
edon,construction.tools.drill,cart,51
edon,construction.tools.drill,purchase,11
edon,construction.tools.drill,view,1479
edon,construction.tools.saw,cart,118
edon,construction.tools.saw,purchase,23
edon,construction.tools.saw,view,2094
edon,construction.tools.welding,cart,91
edon,construction.tools.welding,purchase,13
edon,construction.tools.welding,view,2363
edox,electronics.clocks,cart,39
edox,electronics.clocks,purchase,6
edox,electronics.clocks,view,3009
educa,kids.toys,view,4
educo,kids.toys,view,29
efp,furniture.living_room.cabinet,view,24
egg,apparel.sock,view,100
egg,kids.carriage,view,108
einhell,appliances.environment.vacuum,cart,4
einhell,appliances.environment.vacuum,view,249
einhell,auto.accessories.compressor,cart,1
einhell,auto.accessories.compressor,view,234
einhell,construction.tools.drill,cart,15
einhell,construction.tools.drill,purchase,3
einhell,construction.tools.drill,view,819
einhell,construction.tools.pump,view,230
einhell,construction.tools.saw,cart,7
einhell,construction.tools.saw,view,114
ekobike,sport.bicycle,view,1
ekonomia,furniture.bedroom.pillow,cart,3
ekonomia,furniture.bedroom.pillow,view,79
elan,sport.ski,cart,135
elan,sport.ski,purchase,36
elan,sport.ski,view,7290
elari,electronics.audio.headphone,cart,1565
elari,electronics.audio.headphone,purchase,550
elari,electronics.audio.headphone,view,38054
elari,electronics.clocks,cart,498
elari,electronics.clocks,purchase,166
elari,electronics.clocks,view,19060
elari,electronics.telephone,cart,70
elari,electronics.telephone,purchase,31
elari,electronics.telephone,view,2987
elbasco,kids.toys,cart,8
elbasco,kids.toys,purchase,1
elbasco,kids.toys,view,220
electro-voice,electronics.audio.acoustic,cart,49
electro-voice,electronics.audio.acoustic,purchase,6
electro-voice,electronics.audio.acoustic,view,2610
electrolux,appliances.environment.air_conditioner,cart,81
electrolux,appliances.environment.air_conditioner,purchase,17
electrolux,appliances.environment.air_conditioner,view,2748
electrolux,appliances.environment.air_heater,cart,1012
electrolux,appliances.environment.air_heater,purchase,392
electrolux,appliances.environment.air_heater,view,22750
electrolux,appliances.environment.water_heater,cart,260
electrolux,appliances.environment.water_heater,purchase,83
electrolux,appliances.environment.water_heater,view,4689
electrolux,appliances.kitchen.blender,cart,4
electrolux,appliances.kitchen.blender,purchase,1
electrolux,appliances.kitchen.blender,view,356
electrolux,appliances.kitchen.dishwasher,cart,127
electrolux,appliances.kitchen.dishwasher,purchase,43
electrolux,appliances.kitchen.dishwasher,view,8424
electrolux,appliances.kitchen.hob,cart,359
electrolux,appliances.kitchen.hob,purchase,88
electrolux,appliances.kitchen.hob,view,12178
electrolux,appliances.kitchen.hood,cart,84
electrolux,appliances.kitchen.hood,purchase,25
electrolux,appliances.kitchen.hood,view,3120
electrolux,appliances.kitchen.kettle,cart,6
electrolux,appliances.kitchen.kettle,purchase,3
electrolux,appliances.kitchen.kettle,view,252
electrolux,appliances.kitchen.microwave,cart,124
electrolux,appliances.kitchen.microwave,purchase,30
electrolux,appliances.kitchen.microwave,view,3174
electrolux,appliances.kitchen.mixer,cart,26
electrolux,appliances.kitchen.mixer,purchase,7
electrolux,appliances.kitchen.mixer,view,1193
electrolux,appliances.kitchen.oven,cart,321
electrolux,appliances.kitchen.oven,purchase,90
electrolux,appliances.kitchen.oven,view,13430
electrolux,appliances.kitchen.refrigerators,cart,25
electrolux,appliances.kitchen.refrigerators,purchase,5
electrolux,appliances.kitchen.refrigerators,view,5693
electrolux,appliances.kitchen.toster,cart,2
electrolux,appliances.kitchen.toster,view,42
electrolux,appliances.kitchen.washer,cart,160
electrolux,appliances.kitchen.washer,purchase,33
electrolux,appliances.kitchen.washer,view,11185
electronicsdeluxe,appliances.kitchen.hob,cart,21
electronicsdeluxe,appliances.kitchen.hob,purchase,6
electronicsdeluxe,appliances.kitchen.hob,view,762
electronicsdeluxe,appliances.kitchen.hood,cart,2
electronicsdeluxe,appliances.kitchen.hood,purchase,1
electronicsdeluxe,appliances.kitchen.hood,view,209
electronicsdeluxe,appliances.kitchen.oven,view,65
element,electronics.audio.subwoofer,cart,1678
element,electronics.audio.subwoofer,purchase,631
element,electronics.audio.subwoofer,view,23381
elenberg,appliances.environment.air_conditioner,cart,475
elenberg,appliances.environment.air_conditioner,purchase,96
elenberg,appliances.environment.air_conditioner,view,11505
elenberg,appliances.environment.air_heater,cart,577
elenberg,appliances.environment.air_heater,purchase,201
elenberg,appliances.environment.air_heater,view,10456
elenberg,appliances.environment.fan,cart,27
elenberg,appliances.environment.fan,purchase,11
elenberg,appliances.environment.fan,view,585
elenberg,appliances.environment.vacuum,cart,1740
elenberg,appliances.environment.vacuum,purchase,717
elenberg,appliances.environment.vacuum,view,39156
elenberg,appliances.iron,cart,1714
elenberg,appliances.iron,purchase,662
elenberg,appliances.iron,view,18242
elenberg,appliances.kitchen.blender,cart,397
elenberg,appliances.kitchen.blender,purchase,150
elenberg,appliances.kitchen.blender,view,9425
elenberg,appliances.kitchen.juicer,cart,98
elenberg,appliances.kitchen.juicer,purchase,44
elenberg,appliances.kitchen.juicer,view,5793
elenberg,appliances.kitchen.kettle,cart,956
elenberg,appliances.kitchen.kettle,purchase,347
elenberg,appliances.kitchen.kettle,view,13053
elenberg,appliances.kitchen.meat_grinder,cart,635
elenberg,appliances.kitchen.meat_grinder,purchase,207
elenberg,appliances.kitchen.meat_grinder,view,12197
elenberg,appliances.kitchen.microwave,cart,280
elenberg,appliances.kitchen.microwave,purchase,154
elenberg,appliances.kitchen.microwave,view,5518
elenberg,appliances.kitchen.mixer,cart,803
elenberg,appliances.kitchen.mixer,purchase,323
elenberg,appliances.kitchen.mixer,view,15294
elenberg,appliances.kitchen.oven,cart,848
elenberg,appliances.kitchen.oven,purchase,318
elenberg,appliances.kitchen.oven,view,21940
elenberg,appliances.kitchen.refrigerators,cart,51
elenberg,appliances.kitchen.refrigerators,purchase,17
elenberg,appliances.kitchen.refrigerators,view,1285
elenberg,appliances.personal.hair_cutter,cart,292
elenberg,appliances.personal.hair_cutter,purchase,128
elenberg,appliances.personal.hair_cutter,view,6182
elenberg,appliances.personal.scales,cart,1323
elenberg,appliances.personal.scales,purchase,469
elenberg,appliances.personal.scales,view,16664
elenberg,construction.tools.generator,cart,170
elenberg,construction.tools.generator,purchase,59
elenberg,construction.tools.generator,view,7407
elenberg,electronics.tablet,cart,1
elenberg,electronics.tablet,view,394
elenberg,electronics.video.tv,cart,164
elenberg,electronics.video.tv,purchase,41
elenberg,electronics.video.tv,view,10001
elica,appliances.kitchen.hood,cart,31
elica,appliances.kitchen.hood,purchase,7
elica,appliances.kitchen.hood,view,1569
elikor,appliances.kitchen.hood,cart,203
elikor,appliances.kitchen.hood,purchase,47
elikor,appliances.kitchen.hood,view,8336
elitebohemia,furniture.universal.light,view,6
elitech,construction.tools.drill,view,56
elitech,construction.tools.welding,cart,2
elitech,construction.tools.welding,view,142
elleci,construction.components.faucet,view,6
elna,appliances.sewing_machine,cart,37
elna,appliances.sewing_machine,purchase,5
elna,appliances.sewing_machine,view,2833
eltempo,apparel.shoes,cart,290
eltempo,apparel.shoes,purchase,85
eltempo,apparel.shoes,view,7244
eltreco,sport.bicycle,view,52
elvin,appliances.environment.air_heater,cart,1
elvin,appliances.environment.air_heater,purchase,1
elvin,appliances.environment.air_heater,view,42
embawood,furniture.bedroom.bed,view,7
embawood,furniture.living_room.sofa,view,5
emer,furniture.kitchen.table,cart,7
emer,furniture.kitchen.table,purchase,2
emer,furniture.kitchen.table,view,797
emily,furniture.living_room.chair,view,1
enchantimals,kids.skates,view,21
energolux,construction.tools.welding,cart,6
energolux,construction.tools.welding,purchase,2
energolux,construction.tools.welding,view,221
energy,appliances.kitchen.grill,view,46
energysistem,electronics.audio.acoustic,cart,2
energysistem,electronics.audio.acoustic,purchase,1
energysistem,electronics.audio.acoustic,view,222
enermax,computers.components.cooler,cart,9
enermax,computers.components.cooler,view,663
enermax,computers.components.power_supply,cart,2
enermax,computers.components.power_supply,view,80
engy,appliances.environment.air_heater,cart,2
engy,appliances.environment.air_heater,view,58
enkor,construction.tools.drill,cart,1
enkor,construction.tools.drill,view,71
enkor,construction.tools.saw,view,18
enkor,construction.tools.welding,cart,1
enkor,construction.tools.welding,view,42
enya,electronics.audio.acoustic,view,23
epicgear,computers.peripherals.mouse,view,47
epiphone,electronics.audio.acoustic,view,2
epson,computers.peripherals.printer,cart,5066
epson,computers.peripherals.printer,purchase,1398
epson,computers.peripherals.printer,view,80472
epson,electronics.video.projector,cart,178
epson,electronics.video.projector,purchase,45
epson,electronics.video.projector,view,7620
epson,stationery.cartrige,cart,93
epson,stationery.cartrige,purchase,32
epson,stationery.cartrige,view,1452
ergo,apparel.shoes,cart,210
ergo,apparel.shoes,purchase,55
ergo,apparel.shoes,view,11138
ergo,electronics.audio.headphone,cart,21
ergo,electronics.audio.headphone,purchase,3
ergo,electronics.audio.headphone,view,628
ergo,electronics.telephone,cart,10
ergo,electronics.telephone,purchase,5
ergo,electronics.telephone,view,292
ergo,electronics.video.tv,cart,428
ergo,electronics.video.tv,purchase,101
ergo,electronics.video.tv,view,11586
erisson,auto.accessories.parktronic,cart,44
erisson,auto.accessories.parktronic,purchase,14
erisson,auto.accessories.parktronic,view,2572
ermila,appliances.personal.hair_cutter,view,58
ersport,apparel.shoes,cart,82
ersport,apparel.shoes,purchase,20
ersport,apparel.shoes,view,1989
ersport,furniture.kitchen.table,cart,473
ersport,furniture.kitchen.table,purchase,147
ersport,furniture.kitchen.table,view,10055
esab,construction.tools.welding,cart,4
esab,construction.tools.welding,view,287
escada,construction.tools.light,cart,4
escada,construction.tools.light,purchase,1
escada,construction.tools.light,view,455
escan,apparel.shoes,cart,50
escan,apparel.shoes,purchase,20
escan,apparel.shoes,view,2315
escan,apparel.shoes.keds,cart,213
escan,apparel.shoes.keds,purchase,66
escan,apparel.shoes.keds,view,14015
esko,construction.components.faucet,cart,1
esko,construction.components.faucet,view,100
espiro,kids.carriage,view,5
estap,furniture.bathroom.bath,cart,14
estap,furniture.bathroom.bath,purchase,1
estap,furniture.bathroom.bath,view,515
estomoda,apparel.shoes.keds,view,141
etalon,appliances.environment.air_heater,cart,5
etalon,appliances.environment.air_heater,purchase,1
etalon,appliances.environment.air_heater,view,457
etalon,appliances.environment.water_heater,view,57
etaltech,construction.tools.generator,view,104
etor,apparel.shoes,cart,754
etor,apparel.shoes,purchase,201
etor,apparel.shoes,view,28001
etor,apparel.shoes.keds,cart,45
etor,apparel.shoes.keds,purchase,17
etor,apparel.shoes.keds,view,2050
etor,apparel.shoes.moccasins,cart,59
etor,apparel.shoes.moccasins,purchase,16
etor,apparel.shoes.moccasins,view,4802
eurogold,appliances.ironing_board,cart,29
eurogold,appliances.ironing_board,purchase,2
eurogold,appliances.ironing_board,view,263
eurolight,construction.tools.light,cart,7
eurolight,construction.tools.light,purchase,3
eurolight,construction.tools.light,view,212
eurolux,construction.tools.generator,cart,129
eurolux,construction.tools.generator,purchase,24
eurolux,construction.tools.generator,view,4065
eurolux,construction.tools.saw,cart,458
eurolux,construction.tools.saw,purchase,116
eurolux,construction.tools.saw,view,7570
eurolux,construction.tools.welding,cart,582
eurolux,construction.tools.welding,purchase,113
eurolux,construction.tools.welding,view,8836
europrint,stationery.cartrige,cart,44
europrint,stationery.cartrige,purchase,15
europrint,stationery.cartrige,view,803
eurostek,appliances.iron,cart,9
eurostek,appliances.iron,view,86
evenflo,kids.carriage,cart,8
evenflo,kids.carriage,view,272
everflo,furniture.bedroom.bed,view,37
everlast,apparel.glove,cart,1
everlast,apparel.glove,view,283
everlast,sport.trainer,cart,1
everlast,sport.trainer,view,89
evga,computers.components.power_supply,cart,2
evga,computers.components.power_supply,view,108
evga,computers.components.videocards,cart,5
evga,computers.components.videocards,purchase,1
evga,computers.components.videocards,view,382
evgo,appliances.kitchen.washer,cart,3
evgo,appliances.kitchen.washer,purchase,1
evgo,appliances.kitchen.washer,view,125
evo,sport.trainer,view,1
evrika,computers.desktop,view,142
evrodetal,sport.snowboard,cart,11
evrodetal,sport.snowboard,view,627
ewt,appliances.environment.air_heater,cart,4
ewt,appliances.environment.air_heater,purchase,1
ewt,appliances.environment.air_heater,view,127
exost,kids.toys,view,142
ezetil,accessories.bag,cart,13
ezetil,accessories.bag,purchase,1
ezetil,accessories.bag,view,858
ezetil,appliances.kitchen.refrigerators,cart,34
ezetil,appliances.kitchen.refrigerators,purchase,8
ezetil,appliances.kitchen.refrigerators,view,5317
faans,furniture.bathroom.toilet,cart,2
faans,furniture.bathroom.toilet,view,63
faber,appliances.kitchen.hood,cart,2
faber,appliances.kitchen.hood,view,216
fabretti,accessories.bag,purchase,2
fabretti,accessories.bag,view,334
fabretti,accessories.umbrella,cart,50
fabretti,accessories.umbrella,purchase,16
fabretti,accessories.umbrella,view,3770
fabretti,apparel.glove,cart,37
fabretti,apparel.glove,purchase,8
fabretti,apparel.glove,view,1906
fabretti,apparel.scarf,cart,41
fabretti,apparel.scarf,purchase,8
fabretti,apparel.scarf,view,3542
fabrikakarteks,accessories.bag,view,33
face,apparel.shoes.keds,view,29
fagor,appliances.kitchen.dishwasher,view,33
fagor,appliances.kitchen.hob,cart,3
fagor,appliances.kitchen.hob,purchase,1
fagor,appliances.kitchen.hob,view,59
fagor,appliances.kitchen.hood,view,11
fagor,appliances.kitchen.oven,view,4
fais,appliances.environment.water_heater,view,2
falmec,appliances.kitchen.hood,cart,3
falmec,appliances.kitchen.hood,purchase,2
falmec,appliances.kitchen.hood,view,154
fame,electronics.audio.microphone,view,1
family,appliances.sewing_machine,cart,9
family,appliances.sewing_machine,purchase,1
family,appliances.sewing_machine,view,292
fancy,kids.toys,cart,116
fancy,kids.toys,purchase,7
fancy,kids.toys,view,10591
fant-mebel,furniture.living_room.cabinet,cart,3
fant-mebel,furniture.living_room.cabinet,purchase,1
fant-mebel,furniture.living_room.cabinet,view,230
fantasia,appliances.environment.air_conditioner,cart,26
fantasia,appliances.environment.air_conditioner,purchase,2
fantasia,appliances.environment.air_conditioner,view,1064
farcar,auto.accessories.player,cart,8
farcar,auto.accessories.player,view,678
fassen,apparel.shoes,cart,236
fassen,apparel.shoes,purchase,72
fassen,apparel.shoes,view,16001
fassen,apparel.shoes.keds,cart,971
fassen,apparel.shoes.keds,purchase,340
fassen,apparel.shoes.keds,view,34852
feile,kids.skates,view,2
felisatti,appliances.environment.vacuum,view,533
felisatti,construction.tools.drill,view,245
fender,electronics.audio.acoustic,cart,112
fender,electronics.audio.acoustic,purchase,45
fender,electronics.audio.acoustic,view,7405
fender,electronics.audio.headphone,cart,5
fender,electronics.audio.headphone,purchase,1
fender,electronics.audio.headphone,view,494
fengnix,furniture.kitchen.table,cart,29
fengnix,furniture.kitchen.table,purchase,10
fengnix,furniture.kitchen.table,view,1250
fenix,sport.bicycle,view,1
ferrari,furniture.living_room.chair,cart,4
ferrari,furniture.living_room.chair,purchase,2
ferrari,furniture.living_room.chair,view,231
ferrari,kids.skates,view,392
ferre,appliances.kitchen.oven,cart,2
ferre,appliances.kitchen.oven,purchase,3
ferre,appliances.kitchen.oven,view,199
festina,electronics.clocks,cart,39
festina,electronics.clocks,purchase,17
festina,electronics.clocks,view,3256
festool,construction.tools.drill,cart,11
festool,construction.tools.drill,purchase,4
festool,construction.tools.drill,view,820
festool,construction.tools.saw,cart,21
festool,construction.tools.saw,purchase,5
